Дата проводки,Счёт (наименование + ИНН),Сумма по дебету (RUB),Сумма по кредиту (RUB),Банк (условный БИК + наименование),Назначение платежа (детали),Риск,Причины_оценки_риска,Примечание
2025-09-24 09:10:19,"ООО СЕРВИСПРО, ИНН: 1423002304","1,157,928.30",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №761/2025 от 06.08.2025; счет-фактура №9340; ТТН №158; назнач.: оплата поставки; дата/время проводки 24.09.2025 09:10; счет-фактура №9340; ТТН №158,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 10:04:13,"ООО ИНЖИНЕРОВАНИЕ, ИНН: 1221002102","65,434.18",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №994/2025 от 19.08.2025; счет-фактура №5482; ТТН №274; назнач.: оплата поставки; дата/время проводки 24.09.2025 10:04; счет-фактура №5482; ТТН №274,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 10:18:05,"ООО СТРАНАIT, ИНН: 2231003102","734,918.24",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №406/2025 от 26.06.2025; счет-фактура №9670; ТТН №128; назнач.: оплата поставки; дата/время проводки 24.09.2025 10:18; счет-фактура №9670; ТТН №128,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 10:32:06,"ООО БИЗНЕСХАУС, ИНН: 1019001909",,"89,925.01","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата коммунальных услуг и интернет; период: 09.2025; дата/время 24.09.2025 10:32,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 10:33:04,"ООО ТРАНСЛАЙН, ИНН: 1322002203",,"237,980.24","ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №599/2025 от 05.06.2025; счет-фактура №7171; ТТН №545; назнач.: оплата поставки; дата/время проводки 24.09.2025 10:33; счет-фактура №7171; ТТН №545,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 10:56:18,"ООО КОНСАЛТИНГ ПРО, ИНН: 1827002708",,"166,122.83","Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата по договор №695/2025 от 13.06.2025; счет-фактура №6387; ТТН №408; назнач.: оплата поставки; дата/время проводки 24.09.2025 10:56; счет-фактура №6387; ТТН №408,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 12:19:47,"ООО НЕОТЕК, ИНН: 1120002001",,"2,861,099.88","Альфа-Банк, г. Москва (БИК: 044030653)",Оплата по договор №356/2025 от 04.08.2025; счет-фактура №1865; ТТН №298; назнач.: оплата поставки; дата/время проводки 24.09.2025 12:19; счет-фактура №1865; ТТН №298,Высокий,very_large_amount,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 12:21:51,"ИП НИКОЛАЕВА С.А., ИНН: 3402001202","142,811.52",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №573/2025 от 03.08.2025; счет-фактура №4847; ТТН №193; назнач.: оплата поставки; дата/время проводки 24.09.2025 12:21; счет-фактура №4847; ТТН №193,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 13:24:35,"ООО ЭКСПОРТПРО, ИНН: 5907008007",,"346,510.26","Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №339/2025 от 28.07.2025; счет-фактура №5687; ТТН №804; назнач.: оплата поставки; дата/время проводки 24.09.2025 13:24; счет-фактура №5687; ТТН №804,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 13:25:30,"ООО ТРАНСЛАЙН, ИНН: 1322002203","1,876,428.26",,"Альфа-Банк, г. Москва (БИК: 044030653)",Аванс по договор №309/2025 от 26.06.2025; счет-фактура №8916; назнач.: аванс; дата/время 24.09.2025 13:25; счет-фактура №8916; ТТН №173,Высокий,advance_mention;advance_large,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 13:27:44,"ООО СТРОЙПРОЕКТ, ИНН: 5404005004",,"123,767.69","Газпромбанк, г. Москва (БИК: 044525545)",Аванс по договор №609/2025 от 10.06.2025; счет-фактура №8542; назнач.: аванс; дата/время 24.09.2025 13:27; сопроводительные документы отсутствуют,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 13:43:44,"ИП ВАСИЛЬЕВА Н.К., ИНН: 1524002405",,"183,919.22","Промсвязьбанк, г. Москва (БИК: 044525000)",Аванс по договор №956/2025 от 09.07.2025; счет-фактура №1730; назнач.: аванс; дата/время 24.09.2025 13:43; счет-фактура №1730; ТТН №109,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 13:54:26,"ООО БЛЭКХОЛД, ИНН: 2029002900",,"84,075.23","Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №199/2025 от 08.07.2025; счет-фактура №5567; ТТН №351; назнач.: оплата поставки; дата/время проводки 24.09.2025 13:54; счет-фактура №5567; ТТН №351,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 14:09:26,"ООО ВНУТРЕННИЕ ОПЕРАЦИИ, ИНН: 2130003001",,"912,498.46","Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Внутренний перевод между счетами организации; назнач.: внутр. перераспределение; дата 24.09.2025 14:09,Без риска,internal_transfer,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 14:53:07,"ООО ТЕХНОКОМФОРТ, ИНН: 7701001001","1,085,272.36",,"Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Аванс по договор №189/2025 от 07.08.2025; счет-фактура №4024; назнач.: аванс; дата/время 24.09.2025 14:53; счет-фактура №4024; ТТН №655,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 16:00:59,"ООО МАЛЫЙ БИЗНЕС, ИНН: 2433003304",,"988,313.63","Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №146/2025 от 10.07.2025; счет-фактура №4794; ТТН №376; назнач.: оплата поставки; дата/время проводки 24.09.2025 16:00; счет-фактура №4794; ТТН №376,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 18:19:39,"ООО ЛАБСЕРВИС, ИНН: 7808009008","65,599.15",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата по договор №792/2025 от 06.08.2025; счет-фактура №1716; ТТН №462; назнач.: оплата поставки; дата/время проводки 24.09.2025 18:19; счет-фактура №1716; ТТН №462,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 18:48:12,"ООО КОНСАЛТИНГ ПРО, ИНН: 1827002708","211,887.62",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №784/2025 от 23.08.2025; счет-фактура №6339; ТТН №209; назнач.: оплата поставки; дата/время проводки 24.09.2025 18:48; счет-фактура №6339; ТТН №209,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 18:48:13,"ООО СЕРВИСПРО, ИНН: 1423002304",,"65,996.29","ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №562/2025 от 17.06.2025; счет-фактура №7803; ТТН №412; назнач.: оплата поставки; дата/время проводки 24.09.2025 18:48; сопроводительные документы отсутствуют,Средний,no_docs_amount_over_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 18:50:30,"ООО РАПИДДЕВ, ИНН: 6705001505","218,328.92",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №801/2025 от 17.06.2025; счет-фактура №7664; ТТН №143; назнач.: оплата поставки; дата/время проводки 24.09.2025 18:50; счет-фактура №7664; ТТН №143,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 19:36:24,"ООО СТРОЙПРОЕКТ, ИНН: 5404005004",,"1,718,638.64","ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №234/2025 от 23.08.2025; счет-фактура №8091; ТТН №931; назнач.: оплата поставки; дата/время проводки 24.09.2025 19:36; счет-фактура №8091; ТТН №931,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-24 19:44:41,"ООО СЛЕД-ИНВЕСТ, ИНН: 2534003405","1,036,193.06",,"Газпромбанк, г. Москва (БИК: 044525545)",Оплата по договор №443/2025 от 08.06.2025; счет-фактура №1331; ТТН №743; назнач.: оплата поставки; дата/время проводки 24.09.2025 19:44; счет-фактура №1331; ТТН №743,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 08:44:35,"ООО СТРОЙПРОЕКТ, ИНН: 5404005004","727,932.70",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №588/2025 от 23.08.2025; счет-фактура №5319; ТТН №642; назнач.: оплата поставки; дата/время проводки 25.09.2025 08:44; счет-фактура №5319; ТТН №642,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 08:45:34,"ООО МАЛЫЙ БИЗНЕС, ИНН: 2433003304",,"136,283.14","Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №259/2025 от 12.07.2025; счет-фактура №3439; ТТН №207; назнач.: оплата поставки; дата/время проводки 25.09.2025 08:45; счет-фактура №3439; ТТН №207,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 09:08:35,"ООО ФИНАНС СОЛЮШН, ИНН: 9008001808",,"342,070.51","Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Поступление/возврат по договору займа №Z-68; срок 6 мес.; дата 25.09.2025 09:08,Средний,loan_mention;no_docs_amount_over_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 10:02:15,"ООО КРИПТОТРЕЙД, ИНН: 1209001010","2,994,519.09",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Перечисление контрагенту ООО КРИПТОТРЕЙД; назнач.: оплата услуг; документы: не указаны; дата 25.09.2025 10:02,Высокий,very_large_amount,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 10:05:40,"ООО СЛЕД-ИНВЕСТ, ИНН: 2534003405",,"774,940.21","Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата по договор №587/2025 от 10.07.2025; счет-фактура №3447; ТТН №183; назнач.: оплата поставки; дата/время проводки 25.09.2025 10:05; счет-фактура №3447; ТТН №183,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 10:18:37,"ООО ПРОВАЙДЕР, ИНН: 2635003506","53,294.83",,"Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Оплата коммунальных услуг и интернет; период: 09.2025; дата/время 25.09.2025 10:18,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 10:22:36,"ООО ТРАНСЛАЙН, ИНН: 1322002203","322,855.39",,"Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №361/2025 от 12.08.2025; счет-фактура №1548; ТТН №476; назнач.: оплата поставки; дата/время проводки 25.09.2025 10:22; счет-фактура №1548; ТТН №476,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 11:02:13,"ООО СБОРКА, ИНН: 7806001606",,"241,015.15","Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №196/2025 от 24.06.2025; счет-фактура №4806; ТТН №543; назнач.: оплата поставки; дата/время проводки 25.09.2025 11:02; счет-фактура №4806; ТТН №543,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 11:03:50,"ООО АГРОСНАБ, ИНН: 2301001101","318,551.37",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата по договор №918/2025 от 15.08.2025; счет-фактура №3100; ТТН №447; назнач.: оплата поставки; дата/время проводки 25.09.2025 11:03; счет-фактура №3100; ТТН №447,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 11:47:01,"ООО ФИНАНС СОЛЮШН, ИНН: 9008001808",,"676,598.06","Россельхозбанк, г. Москва (БИК: 044525100)",Поступление/возврат по договору займа №Z-12; срок 13 мес.; дата 25.09.2025 11:47,Средний,loan_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 12:09:09,"ИП ВАСИЛЬЕВА Н.К., ИНН: 1524002405",,"98,285.35","Альфа-Банк, г. Москва (БИК: 044030653)",Оплата по договор №317/2025 от 01.08.2025; счет-фактура №3992; ТТН №849; назнач.: оплата поставки; дата/время проводки 25.09.2025 12:09; счет-фактура №3992; ТТН №849,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 12:34:15,"ООО БИЗНЕСХАУС, ИНН: 1019001909","85,631.60",,"Россельхозбанк, г. Москва (БИК: 044525100)",Оплата коммунальных услуг и интернет; период: 09.2025; дата/время 25.09.2025 12:34,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 12:43:21,"ООО ПРОВАЙДЕР, ИНН: 2635003506","107,371.70",,"Россельхозбанк, г. Москва (БИК: 044525100)",Оплата коммунальных услуг и интернет; период: 09.2025; дата/время 25.09.2025 12:43,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 13:06:47,"ИП ЛЕВИН Д.Б., ИНН: 8907001707","20,296.83",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №254/2025 от 16.07.2025; счет-фактура №7251; ТТН №471; назнач.: оплата поставки; дата/время проводки 25.09.2025 13:06; сопроводительные документы отсутствуют,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 13:22:47,"ООО ФИНАНС СОЛЮШН, ИНН: 9008001808","1,194,825.28",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Поступление/возврат по договору займа №Z-15; срок 22 мес.; дата 25.09.2025 13:22,Высокий,loan_large_no_docs,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 13:42:47,"ООО ИНЖИНЕРОВАНИЕ, ИНН: 1221002102","927,896.78",,"Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №509/2025 от 15.06.2025; счет-фактура №6932; ТТН №625; назнач.: оплата поставки; дата/время проводки 25.09.2025 13:42; сопроводительные документы отсутствуют,Средний,amount_over_med,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 13:51:33,"ООО КРИПТОТРЕЙД, ИНН: 1209001010",,"2,177,684.01","Альфа-Банк, г. Москва (БИК: 044030653)",Перечисление контрагенту ООО КРИПТОТРЕЙД; назнач.: оплата услуг; документы: не указаны; дата 25.09.2025 13:51,Высокий,very_large_amount,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 14:02:16,"ООО ИНЖИНЕРОВАНИЕ, ИНН: 1221002102","241,288.34",,"Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Оплата по договор №754/2025 от 10.07.2025; счет-фактура №6234; ТТН №509; назнач.: оплата поставки; дата/время проводки 25.09.2025 14:02; счет-фактура №6234; ТТН №509,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 14:06:17,"ИП НИКОЛАЕВА С.А., ИНН: 3402001202",,"129,338.49","Россельхозбанк, г. Москва (БИК: 044525100)","Перечисление заработной платы, период: 09.2025; ведомость №67; дата 25.09.2025 14:06",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 14:25:12,"ИП НИКОЛАЕВА С.А., ИНН: 3402001202","150,511.69",,"Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №689/2025 от 15.06.2025; счет-фактура №3208; ТТН №703; назнач.: оплата поставки; дата/время проводки 25.09.2025 14:25; счет-фактура №3208; ТТН №703,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 15:22:35,"ИП ПЕТРОВ И.А., ИНН: 5002003002","176,192.47",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)","Перечисление заработной платы, период: 09.2025; ведомость №50; дата 25.09.2025 15:22",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 15:40:17,"ООО ЛАБСЕРВИС, ИНН: 7808009008",,"513,474.27","Газпромбанк, г. Москва (БИК: 044525545)",Аванс по договор №695/2025 от 06.06.2025; счет-фактура №2872; назнач.: аванс; дата/время 25.09.2025 15:40; счет-фактура №2872; ТТН №489,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 16:06:22,"ООО АЛЬФАМЕД, ИНН: 7803004003",,"211,817.78","Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №913/2025 от 09.08.2025; счет-фактура №2962; ТТН №987; назнач.: оплата поставки; дата/время проводки 25.09.2025 16:06; счет-фактура №2962; ТТН №987,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 16:11:21,"ООО СТРОЙПРОЕКТ, ИНН: 5404005004",,"119,843.00","Альфа-Банк, г. Москва (БИК: 044030653)",Аванс по договор №608/2025 от 20.07.2025; счет-фактура №2470; назнач.: аванс; дата/время 25.09.2025 16:11; счет-фактура №2470; ТТН №431,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 18:18:51,"ИП ПЕТРОВ И.А., ИНН: 5002003002","192,045.88",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Аванс по договор №192/2025 от 16.07.2025; счет-фактура №5781; назнач.: аванс; дата/время 25.09.2025 18:18; счет-фактура №5781; ТТН №189,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 18:34:56,"ИП ЛЕВИН Д.Б., ИНН: 8907001707",,"40,069.51","Альфа-Банк, г. Москва (БИК: 044030653)",Оплата по договор №106/2025 от 18.08.2025; счет-фактура №4557; ТТН №191; назнач.: оплата поставки; дата/время проводки 25.09.2025 18:34; счет-фактура №4557; ТТН №191,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 18:57:18,"ООО ЭНЕРГОСЕРВИС, ИНН: 1726002607","432,094.10",,"Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №496/2025 от 14.06.2025; счет-фактура №1444; ТТН №380; назнач.: оплата поставки; дата/время проводки 25.09.2025 18:57; счет-фактура №1444; ТТН №380,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 19:46:35,"ООО СЛЕД-ИНВЕСТ, ИНН: 2534003405","189,918.58",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата по договор №584/2025 от 27.08.2025; счет-фактура №8358; ТТН №695; назнач.: оплата поставки; дата/время проводки 25.09.2025 19:46; счет-фактура №8358; ТТН №695,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 20:54:00,"ООО ЭКСПОРТПРО, ИНН: 5907008007",,"1,314,241.93","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №197/2025 от 27.08.2025; счет-фактура №1872; ТТН №257; назнач.: оплата поставки; дата/время проводки 25.09.2025 20:54; счет-фактура №1872; ТТН №257,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-25 20:58:01,"ООО НЕОТЕК, ИНН: 1120002001",,"122,648.70","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №734/2025 от 15.07.2025; счет-фактура №1195; ТТН №142; назнач.: оплата поставки; дата/время проводки 25.09.2025 20:58; счет-фактура №1195; ТТН №142,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 08:58:42,"ООО СТРОЙПРОЕКТ, ИНН: 5404005004",,"311,458.98","Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №582/2025 от 01.08.2025; счет-фактура №9274; ТТН №876; назнач.: оплата поставки; дата/время проводки 26.09.2025 08:58; счет-фактура №9274; ТТН №876,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 09:00:38,"ООО ПРОВАЙДЕР, ИНН: 2635003506","103,490.97",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата коммунальных услуг и интернет; период: 09.2025; дата/время 26.09.2025 09:00,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 09:05:04,"ООО КОНСАЛТИНГ ПРО, ИНН: 1827002708","86,848.88",,"Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №670/2025 от 12.08.2025; счет-фактура №6834; ТТН №487; назнач.: оплата поставки; дата/время проводки 26.09.2025 09:05; счет-фактура №6834; ТТН №487,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 09:14:25,"ООО КОНСАЛТИНГ ПРО, ИНН: 1827002708",,"2,158,562.35","Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №826/2025 от 26.07.2025; счет-фактура №1634; ТТН №924; назнач.: оплата поставки; дата/время проводки 26.09.2025 09:14; счет-фактура №1634; ТТН №924,Высокий,very_large_amount,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 09:23:50,"ООО НЕОТЕК, ИНН: 1120002001","90,859.98",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №469/2025 от 09.08.2025; счет-фактура №7761; ТТН №141; назнач.: оплата поставки; дата/время проводки 26.09.2025 09:23; счет-фактура №7761; ТТН №141,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 09:32:18,"ООО НОВЫЙ МАРКЕТ, ИНН: 1625002506",,"276,213.82","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №409/2025 от 19.06.2025; счет-фактура №9094; ТТН №846; назнач.: оплата поставки; дата/время проводки 26.09.2025 09:32; счет-фактура №9094; ТТН №846,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 09:33:13,"ООО АГРОСНАБ, ИНН: 2301001101",,"2,559,304.64","Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №416/2025 от 13.06.2025; счет-фактура №7563; ТТН №573; назнач.: оплата поставки; дата/время проводки 26.09.2025 09:33; сопроводительные документы отсутствуют,Высокий,very_large_amount,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 10:15:54,"ИП КОРОЛЁВ А.М., ИНН: 2332003203",,"27,131.75","Россельхозбанк, г. Москва (БИК: 044525100)","Перечисление заработной платы, период: 09.2025; ведомость №55; дата 26.09.2025 10:15",Без риска,utilities_or_salary_small,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 10:22:05,"ООО АЛЬФАМЕД, ИНН: 7803004003","192,477.72",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №534/2025 от 16.08.2025; счет-фактура №8683; ТТН №609; назнач.: оплата поставки; дата/время проводки 26.09.2025 10:22; сопроводительные документы отсутствуют,Средний,no_docs_amount_over_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 10:26:40,"ООО СЕКЬЮРИТИ, ИНН: 4503001303","320,945.23",,"Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №146/2025 от 21.07.2025; счет-фактура №9798; ТТН №868; назнач.: оплата поставки; дата/время проводки 26.09.2025 10:26; счет-фактура №9798; ТТН №868,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 10:39:41,"ООО МАЛЫЙ БИЗНЕС, ИНН: 2433003304","177,232.20",,"Газпромбанк, г. Москва (БИК: 044525545)",Оплата по договор №250/2025 от 12.06.2025; счет-фактура №4482; ТТН №610; назнач.: оплата поставки; дата/время проводки 26.09.2025 10:39; счет-фактура №4482; ТТН №610,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 10:56:58,"ИП КОРОЛЁВ А.М., ИНН: 2332003203","190,435.33",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №313/2025 от 23.06.2025; счет-фактура №4122; ТТН №617; назнач.: оплата поставки; дата/время проводки 26.09.2025 10:56; счет-фактура №4122; ТТН №617,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 11:37:06,"ООО КРИПТОТРЕЙД, ИНН: 1209001010","1,135,754.83",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)",Перечисление контрагенту ООО КРИПТОТРЕЙД; назнач.: оплата услуг; документы: не указаны; дата 26.09.2025 11:37,Высокий,crypto_large,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 12:48:50,"ИП СИДОРОВ В.П., ИНН: 6606007006","65,403.21",,"Газпромбанк, г. Москва (БИК: 044525545)","Перечисление заработной платы, период: 09.2025; ведомость №74; дата 26.09.2025 12:48",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
